ST_CASE,StateName,CountyName,CityName,Latitude,Longitude
250192,Massachusetts,PLYMOUTH (23),HINGHAM,42.25064444,-70.89784167
250193,Massachusetts,PLYMOUTH (23),WAREHAM,41.79409722,-70.7621
250194,Massachusetts,BARNSTABLE (1),YARMOUTH,41.65769167,-70.26297778
250195,Massachusetts,MIDDLESEX (17),TYNGSBORO,42.693325,-71.41262222
250196,Massachusetts,SUFFOLK (25),BOSTON,42.28043056,-71.0826
250197,Massachusetts,MIDDLESEX (17),MELROSE HIGHLANDS,42.463075,-71.05788056
250198,Massachusetts,ESSEX (9),NORTH ANDOVER CENTER,42.71446667,-71.10646389
250199,Massachusetts,FRANKLIN (11),DEERFIELD,42.46688889,-72.59910278
250200,Massachusetts,BERKSHIRE (3),BECKET,42.28324444,-73.14422778
250201,Massachusetts,MIDDLESEX (17),NORTH READING,42.56639167,-71.10647778
250202,Massachusetts,NORFOLK (21),MEDWAY,42.14701944,-71.42734444
250203,Massachusetts,SUFFOLK (25),BOSTON,42.31336389,-71.09506389
250204,Massachusetts,MIDDLESEX (17),TOWNSEND,42.68266111,-71.7432
250205,Massachusetts,MIDDLESEX (17),LOWELL,42.64203611,-71.36985556
250206,Massachusetts,HAMPSHIRE (15),EASTHAMPTON,42.27895,-72.67154444
250207,Massachusetts,HAMPDEN (13),HOLYOKE,42.18673056,-72.65128889
250208,Massachusetts,BRISTOL (5),SWANSEA,41.77478333,-71.23428056
250209,Massachusetts,WORCESTER (27),WORCESTER,42.27740556,-71.7976
250210,Massachusetts,MIDDLESEX (17),MARLBOROUGH,42.36383056,-71.53346111
250211,Massachusetts,MIDDLESEX (17),HOPKINTON,77.7777,777.7777
250212,Massachusetts,WORCESTER (27),LANCASTER,42.52077222,-71.70109167
250214,Massachusetts,WORCESTER (27),CHARLTON CITY,42.18383333,-71.88726944
250215,Massachusetts,WORCESTER (27),LANCASTER,42.44230556,-71.68598611
250216,Massachusetts,NORFOLK (21),SHARON,42.09936389,-71.228175
250217,Massachusetts,MIDDLESEX (17),FRAMINGHAM,42.29316667,-71.44933611
250218,Massachusetts,NORFOLK (21),STOUGHTON,42.15338333,-71.06790278
250219,Massachusetts,WORCESTER (27),UPTON,42.17027222,-71.57555556
250221,Massachusetts,BRISTOL (5),ATTLEBORO,41.93156111,-71.33353611
250222,Massachusetts,NORFOLK (21),RANDOLPH,42.20233333,-71.08436389
250223,Massachusetts,HAMPSHIRE (15),AMHERST,42.42210833,-72.53740833
250224,Massachusetts,WORCESTER (27),LEOMINSTER,42.52080833,-71.75518889
250225,Massachusetts,WORCESTER (27),WORCESTER,42.27184444,-71.79453889
250226,Massachusetts,MIDDLESEX (17),CHELMSFORD,42.62203056,-71.36749722
250227,Massachusetts,PLYMOUTH (23),HALIFAX,41.99738056,-70.83690833
250228,Massachusetts,WORCESTER (27),STURBRIDGE,42.1124,-72.12918889
250229,Massachusetts,MIDDLESEX (17),LOWELL,77.7777,777.7777
250230,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.14134722,-72.5238
250231,Massachusetts,SUFFOLK (25),BOSTON,42.27919722,-71.04751667
250232,Massachusetts,NORFOLK (21),FOXBORO,42.06203056,-71.23119722
250233,Massachusetts,WORCESTER (27),GARDNER,42.57766944,-72.00459722
250235,Massachusetts,SUFFOLK (25),BOSTON,42.27781389,-71.16188889
250236,Massachusetts,WORCESTER (27),LEOMINSTER,42.50939167,-71.72131111
250238,Massachusetts,NORFOLK (21),PLAINVILLE,42.03750278,-71.30689167
250239,Massachusetts,HAMPDEN (13),CHICOPEE,42.13687222,-72.601225
250240,Massachusetts,SUFFOLK (25),BOSTON,42.37591944,-71.07380833
250241,Massachusetts,MIDDLESEX (17),CHELMSFORD,42.61345833,-71.30310833
250242,Massachusetts,HAMPDEN (13),WEST SPRINGFIELD,42.09065833,-72.62651944
250243,Massachusetts,PLYMOUTH (23),WAREHAM,41.78486111,-70.73525833
250244,Massachusetts,PLYMOUTH (23),NORWELL,42.15758889,-70.868325
250245,Massachusetts,NORFOLK (21),NEEDHAM,42.29333889,-71.25509167
250246,Massachusetts,ESSEX (9),ANDOVER,42.66695,-71.19101111
250247,Massachusetts,MIDDLESEX (17),Other,42.49395,-71.41636944
250248,Massachusetts,PLYMOUTH (23),MARSHFIELD,42.15330833,-70.74293889
250249,Massachusetts,BRISTOL (5),MANSFIELD,42.00039167,-71.209375
250250,Massachusetts,BRISTOL (5),SWANSEA,41.758775,-71.24962222
250251,Massachusetts,ESSEX (9),BEVERLY,42.55906389,-70.88916389
250252,Massachusetts,ESSEX (9),LYNN,42.45961944,-70.96899167
250253,Massachusetts,PLYMOUTH (23),WAREHAM,41.79581944,-70.75446944
250254,Massachusetts,HAMPDEN (13),MONSON,42.10278889,-72.31922778
250255,Massachusetts,MIDDLESEX (17),WILMINGTON,42.40820278,-71.10110556
250256,Massachusetts,WORCESTER (27),UXBRIDGE,42.01768889,-71.5945
250257,Massachusetts,SUFFOLK (25),BOSTON,42.32831111,-71.05928611
250258,Massachusetts,MIDDLESEX (17),CHELMSFORD,77.7777,777.7777
250259,Massachusetts,MIDDLESEX (17),MEDFORD,42.41456389,-71.07943611
250260,Massachusetts,BERKSHIRE (3),SHEFFIELD,42.08386389,-73.33990833
250261,Massachusetts,BARNSTABLE (1),"OTIS ANGB, BARNSTABLE",41.67234722,-70.31624444
250262,Massachusetts,HAMPDEN (13),EAST LONGMEADOW,42.06886111,-72.5154
250264,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.04336111,-72.62713056
250265,Massachusetts,HAMPDEN (13),CHICOPEE,42.13859444,-72.60171389
250266,Massachusetts,WORCESTER (27),SHREWSBURY,42.27722778,-71.69749444
250267,Massachusetts,BRISTOL (5),FALL RIVER,41.726525,-71.13306944
250268,Massachusetts,MIDDLESEX (17),BARNSTABLE,42.48110833,-71.41510833
250269,Massachusetts,PLYMOUTH (23),ABINGTON,42.12239444,-70.94774167
250270,Massachusetts,BRISTOL (5),NEW BEDFORD,41.72978333,-70.95149167
250271,Massachusetts,ESSEX (9),SAUGUS,42.45780833,-71.02400833
250272,Massachusetts,ESSEX (9),AMESBURY,42.84619722,-70.91982778
250273,Massachusetts,SUFFOLK (25),REVERE,42.43738611,-70.97028889
250274,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.10973333,-72.59367778
250275,Massachusetts,WORCESTER (27),WORCESTER,42.23747222,-71.79214444
250276,Massachusetts,PLYMOUTH (23),BROCKTON,42.08733889,-71.03
250277,Massachusetts,MIDDLESEX (17),MELROSE HIGHLANDS,42.44741667,-71.05787222
250278,Massachusetts,BARNSTABLE (1),FALMOUTH,41.59939167,-70.63679444
250279,Massachusetts,SUFFOLK (25),REVERE,42.40653889,-71.01454444
250280,Massachusetts,NORFOLK (21),Other,42.22827778,-70.98778889
250281,Massachusetts,ESSEX (9),NEWBURYPORT,42.81179167,-70.91463611
250282,Massachusetts,HAMPDEN (13),BLANDFORD,42.15913611,-72.947475
250283,Massachusetts,NORFOLK (21),FRANKLIN,42.08355,-71.40332222
250284,Massachusetts,PLYMOUTH (23),CARVER,41.92393611,-70.81446667
250285,Massachusetts,PLYMOUTH (23),DUXBURY,42.05340556,-70.72447778
250286,Massachusetts,PLYMOUTH (23),WEST BRIDGEWATER,42.01100833,-71.04199167
250287,Massachusetts,PLYMOUTH (23),BROCKTON,42.08302222,-70.99429167
250288,Massachusetts,BRISTOL (5),SWANSEA,41.77590556,-71.15921944
250289,Massachusetts,PLYMOUTH (23),BROCKTON,42.08719722,-71.02920556
250290,Massachusetts,MIDDLESEX (17),BURLINGTON,42.49669167,-71.22893333
250291,Massachusetts,MIDDLESEX (17),BEDFORD,42.49736111,-71.23887222
250292,Massachusetts,BRISTOL (5),TOWN OF DIGHTON,41.85740278,-70.99881111
250293,Massachusetts,MIDDLESEX (17),FRAMINGHAM,42.27913611,-71.41826111
250294,Massachusetts,MIDDLESEX (17),FRAMINGHAM,42.31217778,-71.42657222
250295,Massachusetts,WORCESTER (27),GARDNER,42.59825278,-71.95925556
250296,Massachusetts,NORFOLK (21),DEDHAM,42.244825,-71.15133056
250297,Massachusetts,NORFOLK (21),QUINCY,42.25412222,-70.99518056
250298,Massachusetts,MIDDLESEX (17),CHELMSFORD,42.58663333,-71.38560833
250299,Massachusetts,MIDDLESEX (17),TYNGSBORO,42.69180833,-71.44456667
250300,Massachusetts,FRANKLIN (11),GREENFIELD,42.58976667,-72.63110556
250301,Massachusetts,WORCESTER (27),GARDNER,42.61086111,-71.99861111
250302,Massachusetts,MIDDLESEX (17),WALTHAM,42.35460556,-71.263175
250303,Massachusetts,WORCESTER (27),BOLTON,42.43135278,-71.59221667
250304,Massachusetts,PLYMOUTH (23),HINGHAM,42.17608333,-70.91012778
250305,Massachusetts,PLYMOUTH (23),BROCKTON,42.07306111,-71.0287
250306,Massachusetts,NORFOLK (21),Other,42.21600278,-71.023075
250307,Massachusetts,BRISTOL (5),Other,41.67348333,-71.09013889
250308,Massachusetts,HAMPDEN (13),CHICOPEE,42.14149722,-72.61191667
250309,Massachusetts,BRISTOL (5),NEW BEDFORD,41.65227778,-70.92809722
250310,Massachusetts,NORFOLK (21),FOXBORO,42.06301667,-71.21896944
250311,Massachusetts,HAMPDEN (13),CHICOPEE,42.181675,-72.61520833
250312,Massachusetts,WORCESTER (27),WEST BOYLSTON,42.34815278,-71.80827222
250313,Massachusetts,HAMPDEN (13),CHICOPEE,42.19020833,-72.60271111
250314,Massachusetts,NORFOLK (21),WESTWOOD,42.21463056,-71.15294722
250315,Massachusetts,BRISTOL (5),RUSSELLS MILLS,41.65622222,-71.01623889
250316,Massachusetts,SUFFOLK (25),BOSTON,42.30838056,-71.0537
250317,Massachusetts,WORCESTER (27),WORCESTER,42.24394167,-71.75699722
250318,Massachusetts,WORCESTER (27),AUBURN,42.16821111,-71.84441944
250319,Massachusetts,PLYMOUTH (23),DUXBURY,42.01246111,-70.72662222
250320,Massachusetts,BRISTOL (5),RAYNHAM CENTER,41.905675,-71.0357
250321,Massachusetts,ESSEX (9),ANDOVER,42.63016667,-71.17960833
250322,Massachusetts,WORCESTER (27),CHARLTON CITY,42.14700278,-71.93618056
250323,Massachusetts,HAMPDEN (13),CHICOPEE,42.16147778,-72.613775
250324,Massachusetts,NANTUCKET (19),NANTUCKET,41.26722778,-70.04597778
250325,Massachusetts,NORFOLK (21),BELLINGHAM,42.128875,-71.47596389
250326,Massachusetts,MIDDLESEX (17),TEWKSBURY,42.62388611,-71.26561389
250328,Massachusetts,NORFOLK (21),FOXBORO,42.07556389,-71.26879722
250329,Massachusetts,HAMPDEN (13),CHICOPEE,42.16375556,-72.61105833
250330,Massachusetts,SUFFOLK (25),BOSTON,42.33113056,-71.06171944
250331,Massachusetts,ESSEX (9),NOT APPLICABLE,42.82471111,-71.00933889
250332,Massachusetts,FRANKLIN (11),GREENFIELD,42.60679722,-72.58846389
250334,Massachusetts,NORFOLK (21),STOUGHTON,42.11193056,-71.08782778
250335,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.10843056,-72.59506389
250336,Massachusetts,WORCESTER (27),CHARLTON CITY,42.17026111,-71.93278056
250337,Massachusetts,HAMPDEN (13),HOLLAND,42.05728889,-72.16093056
250338,Massachusetts,BARNSTABLE (1),"OTIS ANGB, BARNSTABLE",41.65716111,-70.3454
250339,Massachusetts,PLYMOUTH (23),WEST BRIDGEWATER,42.02906389,-71.05074722
250340,Massachusetts,HAMPDEN (13),WEST SPRINGFIELD,42.11701667,-72.63644722
250341,Massachusetts,MIDDLESEX (17),WOBURN,42.46041667,-71.16516111
250343,Massachusetts,WORCESTER (27),DOUGLAS,42.07131111,-71.7348
250344,Massachusetts,NORFOLK (21),SHARON,42.137775,-71.15252778
250345,Massachusetts,WORCESTER (27),PHILLIPSTON,42.57866944,-72.17127778
250346,Massachusetts,NORFOLK (21),SHARON,42.09825,-71.2274
250347,Massachusetts,HAMPDEN (13),SOUTHWICK,42.02801111,-72.78528056
250348,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.12737222,-72.59675833
250349,Massachusetts,NORFOLK (21),SHARON,42.12340278,-71.23106111
250350,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.126875,-72.53183889
250351,Massachusetts,MIDDLESEX (17),STONEHAM,42.475175,-71.11126389
250352,Massachusetts,WORCESTER (27),LEOMINSTER,42.49199722,-71.72905278
250353,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.11526944,-72.58956111
250354,Massachusetts,HAMPDEN (13),EAST LONGMEADOW,42.07521667,-72.50378889
250355,Massachusetts,HAMPDEN (13),LUDLOW,42.16942222,-72.46355
250356,Massachusetts,WORCESTER (27),MILLVILLE,42.02728889,-71.58063056
250357,Massachusetts,WORCESTER (27),WORCESTER,42.24624167,-71.82979722
250358,Massachusetts,BARNSTABLE (1),ORLEANS,41.85058611,-69.98862778
250359,Massachusetts,PLYMOUTH (23),WEST BRIDGEWATER,41.9888,-70.91139167
250360,Massachusetts,MIDDLESEX (17),DRACUT,42.70155,-71.25416111
250361,Massachusetts,HAMPDEN (13),EAST LONGMEADOW,42.04858889,-72.47780278
250362,Massachusetts,BARNSTABLE (1),SANDWICH,41.71217222,-70.49087222
250363,Massachusetts,SUFFOLK (25),BOSTON,42.29438889,-71.07197222
250364,Massachusetts,WORCESTER (27),WARREN,42.18203333,-72.22067222
250365,Massachusetts,NORFOLK (21),FOXBORO,42.03268611,-71.25014167
250366,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.116825,-72.52421667
250367,Massachusetts,NORFOLK (21),MILTON,42.22654167,-71.09440278
250368,Massachusetts,BRISTOL (5),TOWN OF REHOBOTH,41.83201389,-71.30302222
250369,Massachusetts,MIDDLESEX (17),WATERTOWN,42.36735833,-71.213525
250370,Massachusetts,WORCESTER (27),ROYALSTON,42.65248889,-72.15700556
250371,Massachusetts,PLYMOUTH (23),BROCKTON,42.09150278,-71.02552222
250372,Massachusetts,MIDDLESEX (17),WINCHESTER,42.470725,-71.11725278
250373,Massachusetts,ESSEX (9),PEABODY,42.54979444,-71.0179
250374,Massachusetts,WORCESTER (27),GARDNER,42.57584722,-71.98590833
250375,Massachusetts,WORCESTER (27),WEBSTER,42.04211389,-71.88065278
250376,Massachusetts,MIDDLESEX (17),MEDFORD,42.40865278,-71.10179444
250377,Massachusetts,PLYMOUTH (23),CARVER,41.87253889,-70.75954444
250378,Massachusetts,NORFOLK (21),Other,42.22695556,-71.00466111
250379,Massachusetts,WORCESTER (27),WORCESTER,42.27418611,-71.75875
250380,Massachusetts,MIDDLESEX (17),NATICK,42.28360833,-71.33697222
250381,Massachusetts,ESSEX (9),LAWRENCE,42.7195,-71.15976667
250382,Massachusetts,HAMPDEN (13),SOUTHWICK,42.0247,-72.78803889
250383,Massachusetts,HAMPDEN (13),SPRINGFIELD,77.7777,777.7777
250384,Massachusetts,ESSEX (9),SOUTH LYNNFIELD,42.51028611,-71.0279
250385,Massachusetts,MIDDLESEX (17),EVERETT,42.40259444,-71.04770833
250386,Massachusetts,ESSEX (9),NORTH ANDOVER CENTER,42.62636944,-71.06061389
250387,Massachusetts,MIDDLESEX (17),MALDEN,42.4224,-71.08613889
250388,Massachusetts,HAMPDEN (13),CHICOPEE,42.16117778,-72.58204167
250389,Massachusetts,WORCESTER (27),WORCESTER,42.24108333,-71.75398056
250390,Massachusetts,HAMPDEN (13),WILBRAHAM,42.11317222,-72.39631389
250391,Massachusetts,NORFOLK (21),BELLINGHAM,42.02514167,-71.46668056
250392,Massachusetts,NORFOLK (21),MILTON,42.22426389,-71.07069444
250393,Massachusetts,MIDDLESEX (17),LEXINGTON,42.45509722,-71.23737222
250394,Massachusetts,BRISTOL (5),NEW BEDFORD,41.63688333,-70.92274444
250395,Massachusetts,DUKES (7),OAK BLUFFS,41.46539444,-70.57487222
250396,Massachusetts,WORCESTER (27),WEST BOYLSTON,42.37616944,-71.77647222
250397,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.1234,-72.54176944
250398,Massachusetts,SUFFOLK (25),BOSTON,42.35898611,-71.15702778
250399,Massachusetts,HAMPDEN (13),HOLYOKE,42.19718889,-72.60325
250400,Massachusetts,NORFOLK (21),WALPOLE,42.13785556,-71.21473333
250401,Massachusetts,SUFFOLK (25),BOSTON,42.35652222,-71.11955
250402,Massachusetts,WORCESTER (27),LANCASTER,42.44055556,-71.65444444
250403,Massachusetts,WORCESTER (27),WEBSTER,42.07111111,-71.86361111
250404,Massachusetts,HAMPDEN (13),BRIMFIELD,42.10442778,-72.14846667
250405,Massachusetts,MIDDLESEX (17),WILMINGTON,42.56922222,-71.15937222
250406,Massachusetts,WORCESTER (27),WEBSTER,42.04999444,-71.87792222
250407,Massachusetts,PLYMOUTH (23),MIDDLEBOROUGH,41.87923889,-70.91304167
250408,Massachusetts,BARNSTABLE (1),MARSTONS MILLS,41.64761389,-70.42627222
250409,Massachusetts,BERKSHIRE (3),STOCKBRIDGE,42.27091667,-73.32420278
250410,Massachusetts,WORCESTER (27),WORCESTER,42.25068611,-71.80323889
250411,Massachusetts,WORCESTER (27),TEMPLETON,42.59054167,-72.07313056
250412,Massachusetts,SUFFOLK (25),CHELSEA,42.40400278,-71.02960278
250413,Massachusetts,HAMPDEN (13),SPRINGFIELD,42.11851389,-72.56091667
250414,Massachusetts,MIDDLESEX (17),WILMINGTON,42.54200833,-71.13506944
250415,Massachusetts,WORCESTER (27),SUTTON,42.15178333,-71.75803333
250416,Massachusetts,MIDDLESEX (17),BURLINGTON,42.50727778,-71.18859722
250417,Massachusetts,BRISTOL (5),ACUSHNET,41.67110556,-70.90834722
250418,Massachusetts,MIDDLESEX (17),SHIRLEY,42.54428889,-71.65555833
250419,Massachusetts,HAMPSHIRE (15),GOSHEN,42.44133333,-72.80005556
250420,Massachusetts,ESSEX (9),LYNN,42.46237222,-70.98068611
250421,Massachusetts,PLYMOUTH (23),BRIDGEWATER,41.94494444,-71.00008333
250422,Massachusetts,BERKSHIRE (3),HANCOCK,42.56194722,-73.30370556
250423,Massachusetts,MIDDLESEX (17),WAKEFIELD,77.7777,777.7777
250424,Massachusetts,PLYMOUTH (23),MIDDLEBOROUGH,41.8226,-70.819475
260001,Michigan,KALAMAZOO (77),NOT APPLICABLE,42.29400833,-85.52735278
260002,Michigan,ST. CLAIR (147),NOT APPLICABLE,42.77987778,-82.67336389
260003,Michigan,NEWAYGO (123),NOT APPLICABLE,43.7568,-85.76360833
260004,Michigan,KENT (81),WALKER,42.95100556,-85.77575278
260005,Michigan,DELTA (41),MASONVILLE,45.904375,-86.92832222
260006,Michigan,VAN BUREN (159),NOT APPLICABLE,42.219225,-86.06631111
260007,Michigan,TUSCOLA (157),NOT APPLICABLE,43.31395,-83.54736111
260008,Michigan,JACKSON (75),NOT APPLICABLE,42.33499444,-84.65959722
260009,Michigan,WAYNE (163),DETROIT,42.43341389,-83.05120556
260010,Michigan,MONTCALM (117),NOT APPLICABLE,43.40814444,-85.02578889
260011,Michigan,GRAND TRAVERSE (55),NOT APPLICABLE,44.51296944,-85.40624444
260012,Michigan,KENT (81),WYOMING,42.90496389,-85.67737222
260013,Michigan,GENESEE (49),FLINT,43.02809167,-83.655275
260014,Michigan,WAYNE (163),WAYNE,42.28568889,-83.36333333
260015,Michigan,BAY (17),NOT APPLICABLE,43.89905,-83.96616389
260016,Michigan,WAYNE (163),DETROIT,42.40641111,-82.9553
260017,Michigan,NEWAYGO (123),NOT APPLICABLE,43.36933611,-85.80086111
260018,Michigan,JACKSON (75),LEONI,42.22061944,-84.36252778
260019,Michigan,SAGINAW (145),NOT APPLICABLE,43.46483333,-84.08210833
260020,Michigan,CLARE (35),NOT APPLICABLE,43.94724722,-85.04686389
260021,Michigan,INGHAM (65),EAST LANSING,42.76653056,-84.50836111
260022,Michigan,LIVINGSTON (93),NOT APPLICABLE,42.58735833,-83.80027222
260023,Michigan,WAYNE (163),NOT APPLICABLE,42.16653611,-83.322975
260024,Michigan,WAYNE (163),DETROIT,42.44655278,-83.11785
260025,Michigan,WAYNE (163),DETROIT,42.41626111,-83.19927222
260026,Michigan,SHIAWASSEE (155),NOT APPLICABLE,42.93418611,-84.34808333
260027,Michigan,EMMET (47),NOT APPLICABLE,45.42392778,-84.85653056
260028,Michigan,BAY (17),NOT APPLICABLE,43.86857222,-84.02214167
260029,Michigan,WAYNE (163),DETROIT,42.40038056,-82.97886389
260030,Michigan,WAYNE (163),NOT APPLICABLE,42.15215556,-83.3252
260031,Michigan,KENT (81),NOT APPLICABLE,43.04527778,-85.76785278
260032,Michigan,KALAMAZOO (77),KALAMAZOO,42.24886667,-85.57993611
260033,Michigan,MUSKEGON (121),NOT APPLICABLE,43.43662222,-86.07939444
260034,Michigan,WAYNE (163),DETROIT,42.44704722,-83.10508889
260035,Michigan,WAYNE (163),DETROIT,42.35879167,-83.11652222
260036,Michigan,LENAWEE (91),RIGA,41.80286389,-83.805375
260037,Michigan,MIDLAND (111),NOT APPLICABLE,43.64128611,-84.18594444
260038,Michigan,KENT (81),WYOMING,42.86569444,-85.66416944
260039,Michigan,CHARLEVOIX (29),NOT APPLICABLE,45.27509444,-84.92916667
260040,Michigan,OAKLAND (125),FARMINGTON HILLS,42.46838889,-83.41681944
260041,Michigan,MONTCALM (117),NOT APPLICABLE,43.43090556,-85.22238889
260042,Michigan,BAY (17),NOT APPLICABLE,43.89558333,-84.02037778
260043,Michigan,WAYNE (163),INKSTER,42.30291389,-83.33014444
260044,Michigan,ALCONA (1),NOT APPLICABLE,44.55460556,-83.49287778
260045,Michigan,ST. CLAIR (147),NOT APPLICABLE,42.95168056,-82.457125
260046,Michigan,MECOSTA (107),NOT APPLICABLE,43.56569444,-85.49064444
260047,Michigan,BENZIE (19),NOT APPLICABLE,44.52007778,-85.88054167
260048,Michigan,KALAMAZOO (77),COMSTOCK,42.31440278,-85.52155278
260049,Michigan,OAKLAND (125),BLOOMFIELD HILLS,42.58669167,-83.23618333
260050,Michigan,WAYNE (163),DETROIT,42.35797778,-83.03989722
260051,Michigan,MONTCALM (117),NOT APPLICABLE,43.24979444,-85.22790556
260052,Michigan,CRAWFORD (39),NOT APPLICABLE,44.56246667,-84.72619722
260053,Michigan,LAPEER (87),NOT APPLICABLE,42.97323889,-83.05778056
260054,Michigan,MONTCALM (117),NOT APPLICABLE,43.28271389,-85.30237778
260055,Michigan,GRATIOT (57),NOT APPLICABLE,43.40796389,-84.50753056
260056,Michigan,MACOMB (99),CLINTON TOWNSHIP,42.56370556,-82.91412222
260057,Michigan,SAGINAW (145),NOT APPLICABLE,43.31954167,-84.194225
260058,Michigan,GENESEE (49),NOT APPLICABLE,43.12136944,-83.81370833
260059,Michigan,CLINTON (37),NOT APPLICABLE,43.00139444,-84.52352222
260060,Michigan,IONIA (67),NOT APPLICABLE,42.92970556,-85.13405556
260061,Michigan,OAKLAND (125),HIGHLAND,42.65371944,-83.5811
260062,Michigan,OAKLAND (125),NOT APPLICABLE,42.81566111,-83.18049444
260063,Michigan,CLINTON (37),NOT APPLICABLE,42.81318889,-84.48548611
260064,Michigan,OTTAWA (139),NOT APPLICABLE,43.001475,-86.09916667
260065,Michigan,WAYNE (163),DETROIT,42.448125,-83.02466389
260066,Michigan,GENESEE (49),FLINT,43.02107222,-83.65478889
260067,Michigan,MACOMB (99),NEW BALTIMORE,42.68708611,-82.71452222
260068,Michigan,WAYNE (163),HIGHLAND PARK,42.41707778,-83.10495
260069,Michigan,MACOMB (99),WARREN,42.44805833,-83.04396944
260070,Michigan,OTTAWA (139),NOT APPLICABLE,43.05886667,-85.96172222
260071,Michigan,KALAMAZOO (77),NOT APPLICABLE,42.33419444,-85.33420278
260072,Michigan,WAYNE (163),TAYLOR,42.26393333,-83.26999722
260073,Michigan,ROSCOMMON (143),NOT APPLICABLE,44.40191389,-84.76476389
260074,Michigan,INGHAM (65),NOT APPLICABLE,42.741025,-84.59228611
260075,Michigan,WAYNE (163),REDFORD TOWNSHIP,42.38505833,-83.2832
260076,Michigan,CHIPPEWA (33),NOT APPLICABLE,46.51011667,-84.23871667
260077,Michigan,EATON (45),NOT APPLICABLE,42.58211944,-84.80771944
260078,Michigan,INGHAM (65),NOT APPLICABLE,42.67609444,-84.21898333
260079,Michigan,SHIAWASSEE (155),NOT APPLICABLE,42.99925833,-84.02694167
260080,Michigan,KENT (81),NOT APPLICABLE,43.20315278,-85.35184444
260081,Michigan,SAGINAW (145),NOT APPLICABLE,43.48075833,-84.02481667
260082,Michigan,ANTRIM (9),NOT APPLICABLE,44.90246944,-85.02530833
260083,Michigan,WAYNE (163),DETROIT,42.38588333,-83.24645278
260084,Michigan,MACKINAC (97),NOT APPLICABLE,46.06666389,-85.02178889
260085,Michigan,WAYNE (163),DEARBORN,42.31611111,-83.19434722
260086,Michigan,ALCONA (1),NOT APPLICABLE,44.71800278,-83.34271944
260087,Michigan,BERRIEN (21),BERRIEN SPRINGS,41.95275833,-86.34354444
260088,Michigan,MONTCALM (117),NOT APPLICABLE,43.40822778,-84.84546111
260089,Michigan,BARRY (15),HASTINGS,42.66509444,-85.29065278
260090,Michigan,KENT (81),NOT APPLICABLE,42.77988056,-85.39316389
260091,Michigan,WAYNE (163),ROMULUS,42.20143333,-83.38916944
260092,Michigan,MACOMB (99),WARREN,42.44960278,-82.98573889
260093,Michigan,MACOMB (99),ROSEVILLE,42.53956389,-82.90884722
260094,Michigan,OTTAWA (139),NOT APPLICABLE,42.81729444,-86.09061389
260095,Michigan,WAYNE (163),DEARBORN HEIGHTS,42.34937778,-83.31252778
260096,Michigan,GENESEE (49),FLINT,43.03732222,-83.70447778
260097,Michigan,WAYNE (163),HIGHLAND PARK,42.40546111,-83.0905
260098,Michigan,MACOMB (99),STERLING HEIGHTS,42.58425556,-83.05035556
260099,Michigan,OAKLAND (125),MILFORD,42.57924167,-83.58951667
260101,Michigan,WASHTENAW (161),NOT APPLICABLE,42.24580278,-83.58163056
260102,Michigan,MONROE (115),NOT APPLICABLE,41.88243889,-83.39509167
260103,Michigan,MACKINAC (97),NOT APPLICABLE,46.21667222,-85.72347778
260104,Michigan,MACOMB (99),ST. CLAIR SHORES,42.48040278,-82.91685833
260106,Michigan,TUSCOLA (157),NOT APPLICABLE,43.40819444,-83.56136389
260107,Michigan,WAYNE (163),GIBRALTAR,42.09158056,-83.20509167
260108,Michigan,BERRIEN (21),NOT APPLICABLE,41.76687778,-86.25503611
260109,Michigan,KALAMAZOO (77),NOT APPLICABLE,42.31800833,-85.60267778
260110,Michigan,WAYNE (163),DEARBORN HEIGHTS,42.26853333,-83.29921111
260111,Michigan,OTTAWA (139),NOT APPLICABLE,42.81210833,-86.06347778
260112,Michigan,KENT (81),WYOMING,42.90603056,-85.6833
260113,Michigan,OTTAWA (139),NOT APPLICABLE,42.94337778,-85.90816667
260114,Michigan,ST. CLAIR (147),NOT APPLICABLE,42.99270278,-82.57200833
260115,Michigan,OAKLAND (125),HAZEL PARK,42.45630833,-83.09683889
260116,Michigan,INGHAM (65),LANSING,42.74335833,-84.51495833
260117,Michigan,CASS (27),NOT APPLICABLE,41.83248611,-85.99036111
260118,Michigan,MACOMB (99),CLINTON TOWNSHIP,42.54704167,-82.90412222
260119,Michigan,BAY (17),NOT APPLICABLE,43.85397778,-84.01716944
260120,Michigan,MUSKEGON (121),NOT APPLICABLE,43.23483611,-86.12713056
260121,Michigan,JACKSON (75),NOT APPLICABLE,42.12797778,-84.51793056
260122,Michigan,WAYNE (163),DETROIT,42.34668056,-83.08430278
260123,Michigan,EATON (45),NOT APPLICABLE,42.5723,-84.62182222
260124,Michigan,OTSEGO (137),NOT APPLICABLE,45.02779167,-84.75963889
260125,Michigan,MACOMB (99),CENTER LINE,42.470225,-83.02694167
